,ROI,ROI_past_average10
1,0.2562518387761108,
2,-0.2866150243199424,0.2562518387761108
3,-0.0209876543209878,-0.015181592771915803
4,0.639344262295082,-0.01711694662160647
5,0.293157894736842,0.14699835560756566
6,-0.3437990580847724,0.1762302634334209
7,0.5217391304347827,0.08955870984705538
8,3.1440656565656564,0.15129876993101643
9,-0.7227660103533241,0.5253946307603464
10,0.5557165437302423,0.3867101150810497
11,0.6374756434134257,0.40361075794596896
12,-0.5415772008588717,0.44173313840970047
13,1.9811097992916171,0.4162369207558075
14,-0.3261337841101183,0.616446666117068
15,-0.4349731945758435,0.5198988614765481
16,-0.0402476780185758,0.4470857525452794
17,0.9963024352926176,0.47744089055189914
18,-0.1916395222584148,0.5248972210376825
19,-0.3047050922450915,0.19132670315527547
20,0.7723828125000001,0.2331327949660987
21,-0.6129101322057485,0.25479942184307447
22,0.982300884955752,0.12976084428115708
23,0.0625,0.2821486528626195
24,1.2676470588235291,0.09028767293345775
25,-0.7109814094249891,0.24966575722682247
26,0.246411079209593,0.22206493574190794
27,-0.0981693490404292,0.25073081146472476
28,-0.0655893536121672,0.14128363303142014
29,-0.255575553642695,0.1538886498960449
30,-0.0960264900662252,0.15880160375628455
31,0.0603174603174603,0.07196067349966201
32,2.203592814371257,0.1392834327519829
33,-0.7065420560747664,0.2614126256935334
34,-0.1242038216560509,0.18450842008605678
35,0.4181818181818182,0.04532333203809876
36,0.5769230769230769,0.1582396547987795
37,-0.2378048780487803,0.1912908545701279
38,0.1199999999999998,0.17732730166929278
39,-0.5428571428571428,0.19588623703050947
40,8.999999999999998,0.1671580781090647
41,-0.5930555555555554,1.0767607271156872
42,-0.7901023890784983,1.0114234255283856
43,9.08130081300813,0.71205390518341
44,-0.864516129032258,1.6908381920916997
45,1.4142857142857137,1.616806961354079
46,-0.5562130177514792,1.7164173509644687
47,0.0166666666666666,1.6031037414970133
48,-0.1188524590163936,1.628550895968558
49,-0.2623803009575922,1.6046656500669183
50,0.952946163628656,1.6327133342568731
51,0.4637146371463718,0.8280079506197392
52,-0.6029411764705883,0.933684969889932
53,0.5555555555555554,0.9524010911507229
54,-0.2857142857142857,0.09982656540546539
55,0.2000000000000001,0.15770674973726262
56,0.3333333333333332,0.03627817830869127
57,0.375,0.12523281341717252
58,-0.4409090909090908,0.16106614675050585
59,0.1056910569105689,0.12886048356123614
60,-0.2794117647058824,0.16566761934805224
61,0.0612244897959184,0.0424318265145984
62,0.1538461538461539,0.0021828117795530586
63,0.2370370370370371,0.07786154481122728
64,-0.3263473053892216,0.04600969295937546
65,-0.0599999999999999,0.04194639099188187
66,0.148936170212766,0.01594639099188187
67,-0.0296296296296296,-0.0024933253201748495
68,3.083969465648855,-0.042956288283137814
69,-0.6728971962616822,0.3095315673726568
70,-0.2857142857142858,0.2316727420554317
71,-0.08,0.23104248995459137
72,0.0217391304347827,0.21692004097499953
73,-0.4042553191489361,0.20370933863386242
74,1.0714285714285712,0.13958010301526508
75,-0.0689655172413792,0.27935769069704436
76,-0.1851851851851852,0.2784611389729065
77,0.7613636363636365,0.24504900343311128
78,0.1440860215053763,0.3241483300324379
79,-0.5432330827067668,0.030159985618090034
80,0.3333333333333332,0.043126396973581574
81,-0.2037037037037037,0.10503115887834347
82,-0.2558139534883722,0.09266078850797312
83,1.1875,0.06490548011565761
84,-0.6571428571428571,0.2240810120305512
85,0.357142857142857,0.05122386917340839
86,-0.6684210526315788,0.093834706611832
87,26.77777777777777,0.045511119867192654
88,-0.8666666666666667,2.647152534008606
89,0.5000000000000002,2.5460772651914017
90,-0.7000000000000001,2.650400573462078
91,1.4444444444444446,2.547067240128745
92,-0.409090909090909,2.7118820549435596
93,1.0192307692307692,2.6965543593833066
94,-0.2761904761904762,2.6797274363063837
95,-0.0701754385964912,2.717822674401621
96,0.5283018867924529,2.6750908448276864
97,-0.6666666666666667,2.7947631387700893
98,2.555555555555556,0.050318694325645716
99,-0.1875,0.392540916547868
100,-0.4230769230769231,0.32379091654786796
101,-0.1333333333333333,0.35148322424017564
102,-0.2307692307692306,0.19370544646239785
103,0.0,0.2115376142945657
104,-0.3,0.10961453737148877
105,2.3809523809523805,0.10723358499053641
106,-0.4859154929577465,0.35234636694542354
107,-0.2191780821917808,0.25092462897040363
108,0.368421052631579,0.29567348741789223
109,-0.2564102564102564,0.07696003712549453
110,8.310344827586206,0.0700690114844689
111,-0.7444444444444445,0.9434111865507818
112,0.2608695652173909,0.8823000754396706
113,-0.6551724137931034,0.931463955038333
114,1.0,0.8659467136590226
115,0.0249999999999999,0.9959467136590223
116,-0.5121951219512195,0.7603514755637845
117,0.0,0.7577235126644372
118,-0.0111111111111111,0.7796413208836153
119,0.6179775280898876,0.7416881045093462
120,-0.4375,0.8291268829593607
121,2.333333333333334,-0.045657599799260006
122,-0.5222222222222223,0.26212017797851783
123,0.1627906976744184,0.18381099923455652
124,0.0200000000000002,0.2656073103813087
125,-0.2549019607843137,0.16760731038130872
126,-0.2105263157894736,0.13961711430287735
127,-0.1,0.16978399491905194
128,0.3333333333333332,0.15978399491905196
129,-0.0079365079365079,0.19422843936349637
130,-0.0858823529411764,0.13163703576085684
131,0.1486486486486486,0.16679880046673917
132,0.0285714285714286,-0.05166966800172934
133,0.1666666666666665,0.0034096970776357387
134,1.1333333333333333,0.0037972939768605466
135,-0.53125,0.11513062731019386
136,-0.1066666666666665,0.08749582338862523
137,-0.06301824212272,0.09788178830090595
138,1.3966210780370076,0.10157996408863393
139,0.016918429003021,0.20790873855900135
140,-0.5130718954248366,0.21039423225295426
141,0.057046979865772,0.16767527800458826
142,-0.0793650793650794,0.15851511112630057
143,0.2931034482758619,0.14772146033264977
144,-0.2339393939393939,0.16036513849356931
145,-0.3037974683544303,0.023637865766296583
146,0.1857142857142857,0.046383118930853555
147,0.2987951807228914,0.07562121416894878
148,-0.3506493506493506,0.11180255645350992
149,0.4999999999999998,-0.06292448641512591
150,6.777777777777779,-0.014616329315428028
151,-0.92,0.7144686380048335
152,0.5535714285714286,0.6167639400182563
153,-0.2068965517241381,0.6800575908119072
154,0.0434782608695651,0.630057590811907
155,6.691666666666667,0.657799356292803
156,-0.8873239436619719,1.3573457697949127
157,-0.0384615384615385,1.250041946857287
158,0.1499999999999999,1.216316274938844
159,-0.4782608695652174,1.2663812100037792
160,1.3333333333333337,1.1685551230472573
161,0.2142857142857142,0.6241106786028128
162,13.84705882352941,0.7375392500313842
163,-0.8994651347068146,2.0668879895271823
164,-0.5960591133004927,1.9976311312289148
165,0.3170731707317074,1.9336773938119087
166,1.4660493827160497,1.296218044218413
167,1.080100125156446,1.5315553768562151
168,-0.7925828683951428,1.6434115432180136
169,2.9915611814345997,1.5491532563784993
170,-0.747093023255814,1.8961354614784809
171,0.0246305418719212,1.688092825819566
172,0.0365384615384614,1.669127308578187
173,1.7597402597402605,0.2880752723790919
174,-0.3411764705882353,0.5539958118237994
175,-0.6428571428571428,0.5794840760950252
176,4.0,0.4834910447361402
177,-0.6233333333333333,0.7368861064645352
178,-0.2300884955752211,0.5665427606155573
179,0.4876847290640393,0.6227921978975495
180,-0.6291390728476821,0.37240455266049344
181,0.2500000000000002,0.3841999477013066
182,-0.1000000000000002,0.4067368935141145
183,0.666666666666667,0.39308304736026833
184,-2.220446049250313e-16,0.283775688052909
185,1.0000000000000004,0.3178933351117325
186,0.1666666666666665,0.4821790493974468
187,-0.7428571428571429,0.09884571606411348
188,1.8888888888888893,0.08689333511173251
189,-0.3461538461538462,0.29879107355814355
190,-0.4117647058823529,0.215407216036355
191,13.8,0.23714465273288793
192,-0.9391891891891893,1.592144652732888
193,0.0,1.508225733813969
194,0.1111111111111111,1.4415590671473022
195,-0.1,1.4526701782584133
196,0.6388888888888891,1.3426701782584134
197,-0.1670702179176756,1.3898924004806357
198,0.2209302325581394,1.4474710929745824
199,-0.2666666666666666,1.2806752273415074
200,0.5151515151515151,1.2886239452902255
201,-0.0999999999999999,1.3813155673936124
202,22.26666666666667,-0.008684432606387852
203,-0.9469914040114612,2.311901152979198
204,1.9729729729729728,2.217202012578052
205,-0.8181818181818181,2.403388198764238
206,1.0,2.331570016946056
207,-0.55,2.3676811280571672
208,0.2222222222222223,2.329388149848935
209,1.3636363636363638,2.329517348815343
210,-0.6538461538461539,2.4925476518456464
211,0.1111111111111111,2.3756478849458795
212,1.5,2.3967589960569904
213,-0.4533333333333332,0.3200923293903233
214,0.646341463414634,0.3694581364581361
215,-0.4888888888888889,0.23679498550230224
