,timestamp,eth,ROI
0,2017-06-23 00:00:00,0.1545,
1,2017-06-24 00:00:00,0.19409090909090912,0.2562518387761108
2,2017-06-25 00:00:00,0.13846153846153847,-0.28661502431994246
3,2017-06-26 00:00:00,0.13555555555555554,-0.020987654320987814
4,2017-06-27 00:00:00,0.2222222222222222,0.639344262295082
5,2017-06-28 00:00:00,0.28736842105263155,0.29315789473684206
6,2017-06-29 00:00:00,0.18857142857142856,-0.3437990580847724
7,2017-06-30 00:00:00,0.28695652173913044,0.5217391304347827
8,2017-07-01 00:00:00,1.1891666666666667,3.1440656565656564
9,2017-07-02 00:00:00,0.32967741935483874,-0.7227660103533241
10,2017-07-03 00:00:00,0.5128846153846154,0.5557165437302423
11,2017-07-04 00:00:00,0.8398360655737704,0.6374756434134257
12,2017-07-05 00:00:00,0.385,-0.5415772008588717
13,2017-07-06 00:00:00,1.1477272727272727,1.9811097992916173
14,2017-07-07 00:00:00,0.7734146341463415,-0.3261337841101183
15,2017-07-08 00:00:00,0.43700000000000006,-0.4349731945758435
16,2017-07-09 00:00:00,0.4194117647058824,-0.04024767801857587
17,2017-07-10 00:00:00,0.8372727272727274,0.9963024352926177
18,2017-07-11 00:00:00,0.6768181818181819,-0.19163952225841485
19,2017-07-12 00:00:00,0.47058823529411764,-0.30470509224509157
20,2017-07-13 00:00:00,0.8340625,0.7723828125000001
21,2017-07-14 00:00:00,0.3228571428571429,-0.6129101322057485
22,2017-07-15 00:00:00,0.64,0.982300884955752
23,2017-07-16 00:00:00,0.68,0.0625
24,2017-07-17 00:00:00,1.542,1.2676470588235293
25,2017-07-18 00:00:00,0.4456666666666667,-0.7109814094249891
26,2017-07-19 00:00:00,0.555483870967742,0.24641107920959304
27,2017-07-20 00:00:00,0.5009523809523809,-0.09816934904042929
28,2017-07-21 00:00:00,0.4680952380952381,-0.06558935361216722
29,2017-07-22 00:00:00,0.3484615384615385,-0.255575553642695
30,2017-07-23 00:00:00,0.315,-0.09602649006622521
31,2017-07-24 00:00:00,0.334,0.060317460317460325
32,2017-07-25 00:00:00,1.07,2.2035928143712575
33,2017-07-26 00:00:00,0.314,-0.7065420560747664
34,2017-07-27 00:00:00,0.275,-0.12420382165605093
35,2017-07-28 00:00:00,0.39,0.4181818181818182
36,2017-07-29 00:00:00,0.615,0.5769230769230769
37,2017-07-30 00:00:00,0.46875000000000006,-0.23780487804878037
38,2017-07-31 00:00:00,0.525,0.11999999999999988
39,2017-08-01 00:00:00,0.24000000000000002,-0.5428571428571428
40,2017-08-02 00:00:00,2.4,8.999999999999998
41,2017-08-03 00:00:00,0.9766666666666668,-0.5930555555555554
42,2017-08-04 00:00:00,0.20500000000000002,-0.7901023890784983
43,2017-08-05 00:00:00,2.066666666666667,9.08130081300813
44,2017-08-07 00:00:00,0.28,-0.864516129032258
45,2017-08-08 00:00:00,0.6759999999999999,1.4142857142857137
46,2017-08-09 00:00:00,0.30000000000000004,-0.5562130177514792
47,2017-08-10 00:00:00,0.30500000000000005,0.016666666666666607
48,2017-08-11 00:00:00,0.26875,-0.11885245901639363
49,2017-08-12 00:00:00,0.19823529411764707,-0.26238030095759224
50,2017-08-13 00:00:00,0.3871428571428571,0.952946163628656
51,2017-08-14 00:00:00,0.5666666666666668,0.46371463714637184
52,2017-08-15 00:00:00,0.225,-0.6029411764705883
53,2017-08-16 00:00:00,0.35,0.5555555555555554
54,2017-08-17 00:00:00,0.25,-0.2857142857142857
55,2017-08-18 00:00:00,0.30000000000000004,0.20000000000000018
56,2017-08-19 00:00:00,0.4,0.33333333333333326
57,2017-08-20 00:00:00,0.55,0.375
58,2017-08-21 00:00:00,0.30750000000000005,-0.4409090909090908
59,2017-08-22 00:00:00,0.34,0.1056910569105689
60,2017-08-23 00:00:00,0.245,-0.27941176470588247
61,2017-08-24 00:00:00,,0.0
62,2017-08-25 00:00:00,0.26,0.061224489795918435
63,2017-08-26 00:00:00,0.30000000000000004,0.15384615384615397
64,2017-08-28 00:00:00,0.37111111111111117,0.23703703703703716
65,2017-08-29 00:00:00,0.25,-0.32634730538922163
66,2017-08-30 00:00:00,0.23500000000000001,-0.05999999999999994
67,2017-08-31 00:00:00,0.27,0.14893617021276606
68,2017-09-01 00:00:00,0.262,-0.029629629629629672
69,2017-09-02 00:00:00,1.07,3.083969465648855
70,2017-09-03 00:00:00,,0.0
71,2017-09-04 00:00:00,0.35000000000000003,-0.6728971962616822
72,2017-09-06 00:00:00,,0.0
73,2017-09-08 00:00:00,0.25,-0.2857142857142858
74,2017-09-10 00:00:00,0.22999999999999998,-0.08000000000000007
75,2017-09-11 00:00:00,0.235,0.021739130434782705
76,2017-09-12 00:00:00,0.14,-0.4042553191489361
77,2017-09-16 00:00:00,0.29,1.0714285714285712
78,2017-09-17 00:00:00,0.27,-0.06896551724137923
79,2017-09-18 00:00:00,0.22,-0.18518518518518523
80,2017-09-19 00:00:00,0.3875,0.7613636363636365
81,2017-09-20 00:00:00,0.44333333333333336,0.1440860215053763
82,2017-09-21 00:00:00,0.2025,-0.5432330827067668
83,2017-09-22 00:00:00,0.27,0.33333333333333326
84,2017-09-23 00:00:00,0.21500000000000002,-0.20370370370370372
85,2017-09-24 00:00:00,0.16,-0.2558139534883722
86,2017-09-25 00:00:00,,0.0
87,2017-09-26 00:00:00,,0.0
88,2017-09-27 00:00:00,0.35,1.1875
89,2017-09-28 00:00:00,0.12,-0.6571428571428571
90,2017-09-29 00:00:00,0.16285714285714284,0.357142857142857
91,2017-09-30 00:00:00,0.054000000000000006,-0.6684210526315788
