,high_price,eth_past_average10
645,False,
646,0,
647,0,
648,0,
649,0,
650,0,
651,0,
652,0,
653,0,
654,0,
655,0,
656,0,1.7848281499000003
657,0,1.8225973807000002
658,0,1.6939973807000002
659,0,1.0108095019000003
660,0,1.0049248865000002
661,0,1.4514090970000002
662,0,1.5311233827000001
663,0,1.5198961100000001
664,0,1.4412627767
665,0,1.5153943556000002
666,0,1.5213110223000004
667,0,1.5706846486000001
668,0,1.5459128537000002
669,0,1.8913507325
670,0,1.8877941714000002
671,0,1.4774941714000003
672,0,1.4531132190000002
673,0,1.507113219
674,0,1.4679132190000002
675,0,1.3567465523000002
676,0,1.4950798856
677,False,1.4991370285
678,False,
679,0,
680,0,
681,0,
682,0,
683,0,
684,0,
685,False,
686,0,
687,0,
688,0,
689,0,
690,0,
691,0,
692,0,
693,0,
694,False,
695,0,
696,False,
697,0,
698,0,
699,0,
700,0,
701,0,
702,0,
703,0,
704,0,
705,False,
706,False,
707,0,
708,0,
709,0,
710,0,
711,0,
712,0,
713,0,
714,0,
715,0,
716,0,
717,0,0.7885555555000001
718,0,0.7285555555000002
719,0,0.7200555555000002
720,0,1.0327222222000003
721,0,1.0372222222
722,0,1.0022222222000003
723,0,1.0782222222000004
724,False,1.0632222222000003
725,0,
726,0,
727,0,
728,0,
729,0,
730,0,
731,0,
732,False,
733,0,
734,0,
735,0,
736,0,
737,0,
738,0,
739,0,
740,0,
741,0,
742,0,
743,0,1.1045580809000002
744,0,1.6376914142
745,0,1.6899029527000002
746,0,1.6773473972000001
747,0,1.8020259686000002
748,0,1.7923593019000001
749,0,1.8563593019000002
750,0,1.8583593019000002
751,0,1.8561093019000001
752,0,1.8104426352
753,0,2.0902789988
754,0,1.6177456655
755,0,1.671034127
756,0,1.7502119047
757,0,1.7794303921
758,0,1.8079303921
759,0,1.7979303921
760,0,1.7834303921
761,0,1.8026260443000002
762,0,1.8003593776
763,0,1.9071593776
764,0,1.8789787323999998
765,0,1.8891176213
766,0,1.8631620658000003
767,0,2.0570335255
768,0,2.6036585255
769,0,2.6265280907
770,0,2.9885280907
771,0,3.2560888488
772,0,3.2919207329000004
773,0,2.8711783087000002
774,0,3.0257902039
775,0,3.5952542561999996
776,0,3.6619764783999997
777,0,3.4834579599
778,0,2.9723329599
779,0,3.5674633947000003
780,0,3.3524633947
781,0,3.0662069844
782,0,3.0653084337
783,0,3.0115508579
784,0,2.8625196079000004
785,0,2.2111666667
786,0,2.1149166667
787,0,1.9939166667000001
788,0,2.1187500000000004
789,0,1.55075
790,0,1.4162500000000002
791,0,1.3937500000000003
792,0,1.9520833333000003
793,0,1.9298333333000002
794,0,1.9795000000000003
795,0,2.0965000000000003
796,0,2.1648500000000004
797,0,2.12225
798,0,2.0400833334
799,0,1.9593333334000005
800,0,2.0325833334000003
801,0,2.2432261905
802,0,1.6925595238000004
803,0,1.6780595238
804,0,1.6183928571000004
805,0,1.5297928571000001
806,0,1.5149928571000002
807,0,1.5115928571000004
808,0,1.6505928571000001
809,0,1.6988428571000003
810,0,1.6090928571000003
811,0,1.4057000000000002
812,0,1.4418666667000004
813,0,1.5726166667
814,0,1.5841166667000004
815,0,1.6057166667000005
816,0,1.6094166667000003
817,0,1.7337500000000001
818,0,1.6220833333000002
819,0,1.5840833333000002
820,0,1.6855833332999999
821,0,1.7838333333
822,0,1.8165833333
823,False,1.7925833333000003
824,0,
825,False,
826,0,
827,0,
828,0,
829,0,
830,0,
831,0,
832,0,
833,0,
834,0,
835,0,
836,0,1.2053630953000003
837,0,1.1426130953000002
838,0,1.1456130953000003
839,False,1.1440416667000002
840,0,
841,0,
842,0,
843,0,
844,0,
845,0,
846,0,
847,0,
848,0,
849,0,
850,0,1.0373
851,0,1.2477285714000002
852,0,1.2430815126
853,0,1.2640815126000002
854,0,1.2685815126000002
855,0,1.2809148459000004
856,0,1.3549148459000002
857,0,1.3679148459000001
858,0,1.3489148459
859,0,1.3451148459000002
860,0,1.3021148459000003
861,0,1.0866862745000003
862,0,1.8611754386000001
863,0,2.0926754386
864,0,2.1250087719
865,0,2.2282468672
866,0,2.229893926
867,0,2.2889764948000004
868,0,2.6684431615
869,0,2.8694915486
870,0,2.9653613403000003
871,0,3.2917388913000005
872,0,2.594496786
873,0,4.1463717860000004
874,0,4.4310199342
875,0,4.6359939601
876,0,4.7834603034
877,0,5.00776235
878,0,4.8375719991
879,0,4.778523612
880,0,4.8810207928
881,0,4.854717067299999
882,0,4.9876214921
883,0,3.5047226825999998
884,0,3.6566033806
885,0,3.888678615800001
886,0,4.3470652137000005
887,0,5.1838139313
888,0,5.409090247100001
889,0,6.094354398
890,0,6.208213840600001
891,0,6.450690015100001
892,0,6.5884355903
893,0,7.0311156498
894,0,7.006836803600001
895,0,6.990346548700001
896,0,6.8660132154
897,0,6.2324298824
898,0,6.363442468200001
899,0,6.0497237718
900,0,6.252247356700001
901,0,6.2785920935
902,0,6.5396278078000005
903,0,6.3452442851
904,0,6.456660951800001
905,0,6.340530517
906,0,6.440030517000001
907,0,6.346480517000001
908,0,6.7099152996
909,0,6.5588698451
910,0,6.4054531784
911,0,6.2811834416000005
912,False,6.283564394000001
913,0,
914,0,
915,0,
916,0,
917,0,
918,False,
919,0,
920,0,
921,0,
922,0,
923,0,
924,False,
925,0,
926,0,
927,False,
928,0,
929,1,
930,0,
931,0,
932,0,
933,0,
934,0,
935,0,
936,0,
937,0,
938,0,15.026192857000002
939,0,14.976192857000001
940,0,7.7971928570000015
941,0,7.772577472400002
942,0,7.656077472400002
943,0,5.777827472400001
944,0,5.4415774724000014
945,0,5.209277472400002
946,0,4.184134615400001
947,False,5.198051282100002
948,0,
949,False,
950,0,
951,0,
952,0,
953,False,
954,False,
955,False,
956,0,
957,0,
958,0,
959,0,
960,0,
961,False,
962,0,
963,0,
964,False,
965,0,
966,0,
967,0,
968,0,
969,0,
970,0,
971,0,
972,0,
973,0,
974,0,
975,0,7.738520634300002
976,0,9.904975179300001
977,0,10.071575179300002
978,0,13.151519623400002
979,0,12.725652956700001
980,0,12.165519623700002
981,0,11.090693983
982,0,10.774916205200002
983,0,11.8898923957
984,0,12.1702908919
985,0,12.104757558600001
986,0,10.7415887276
987,0,11.216417298600001
988,0,8.270468581000001
989,0,8.408727404500002
990,0,8.439858439000002
991,0,8.154217413400001
992,0,8.1621063023
993,0,7.265242665900002
994,0,6.807758455400001
995,0,7.713525121700002
996,0,7.9152394077000015
997,0,7.708610836700001
998,0,7.588226221300002
999,0,7.5274173978000025
1000,0,9.866101748300002
1001,0,10.474768414600002
1002,0,10.6919588908
1003,0,10.469245604100001
1004,0,10.800866499600001
1005,0,10.787373166600002
1006,0,10.398680858900002
1007,0,10.573144016800002
1008,0,10.990374786000002
1009,0,11.289995753700001
1010,0,10.060311402700002
1011,0,9.909092355400002
1012,0,10.682435212200001
1013,0,11.495819827300002
1014,0,12.083776709800002
1015,0,13.5866094368
1016,0,14.027410835500001
1017,0,13.976186139100003
1018,0,14.1001826426
1019,0,15.579099553899999
1020,0,15.754168519900002
1021,0,15.739824349100001
1022,0,15.411366161100002
1023,0,15.388232781100001
1024,0,15.490731319100002
1025,0,14.0425138411
1026,0,15.1722835381
1027,0,17.0829530416
1028,0,18.037343415900004
1029,0,17.9063548199
1030,0,19.3182026459
1031,0,21.25269179
1032,0,23.092109399
1033,0,24.920259411
1034,0,27.374649762
1035,0,29.337431722
1036,0,30.103423304
1037,0,30.05542645
1038,0,32.586026194
1039,0,33.999845959000005
1040,0,34.482081466
1041,0,35.046422207
1042,0,34.44359612000001
1043,0,33.511712972000005
1044,0,32.479657416
1045,0,31.663920207
1046,1,31.341319068
1047,0,38.561086587
1048,0,37.93238744400001
1049,0,38.311786915000006
1050,0,38.377785549
1051,0,38.197549185
1052,0,39.217404257000005
1053,0,40.663833451
1054,0,41.308398811
1055,0,41.606278403
1056,0,42.120376519000004
1057,0,35.84960101400001
1058,0,35.073198151
1059,0,34.800314247
1060,0,33.66855228
1061,0,33.364188644
1062,0,32.829229405
1063,0,31.474685122
1064,0,30.598083119
1065,0,32.407492416000004
1066,0,31.158601259
1067,0,29.780112420000002
1068,0,28.91273897
1069,0,27.616235934000002
1070,0,26.913465934000005
1071,0,25.711025934000002
1072,0,24.967567601000002
1073,0,24.711047966000002
1074,0,24.110183175000003
1075,0,22.215482521000002
1076,0,23.220911093000005
1077,0,24.156346807000002
1078,0,25.347477888000004
1079,0,26.325221309
1080,0,27.653013414000004
1081,0,28.919213414
1082,0,29.620905543000003
1083,0,30.418849091
1084,0,31.316062491000004
1085,0,32.782874256
1086,0,34.676521218
1087,0,34.99956169400001
1088,0,34.883753194
1089,0,34.850753194000006
1090,0,34.374513653
1091,0,34.444162743999996
1092,0,34.321678948
1093,0,34.484085198
1094,0,36.573019264
1095,0,35.358003135000004
1096,0,33.080409744
1097,0,32.733359268
1098,0,33.288194752
1099,0,33.711922316000006
1100,0,33.480062356000005
1101,0,33.265466824
1102,0,34.455820991
1103,0,34.513706408
1104,0,32.142974265
1105,0,33.158490394
1106,0,33.203612060999994
1107,0,32.963932060999994
1108,0,31.269242586999997
1109,0,29.790873356000002
1110,0,28.765090752
1111,0,28.263969501
1112,0,26.653902834
1113,0,25.254961167
1114,1,24.764836167000002
1115,0,27.331391723000003
1116,0,26.39495458
1117,0,25.03719458
1118,0,25.413165872
1119,0,25.068620039000002
1120,0,27.280160039000002
1121,0,29.783967731
1122,0,29.634301064000006
1123,0,30.373117731
1124,0,30.315517731000007
1125,0,26.159895507999998
1126,0,27.498352651000005
1127,0,29.610852651000005
1128,0,29.156385119000003
1129,0,29.258864285999998
1130,0,26.856447619
1131,0,24.092347619
1132,0,23.869414286
1133,0,22.987997619
1134,0,22.773740476
1135,0,22.979235714000005
1136,0,22.193421428
1137,0,19.939721428000002
1138,0,19.570595377
1139,0,19.360885232
1140,0,20.027301899
1141,0,19.672735232
1142,0,20.338985232000002
1143,0,20.770151899000002
1144,0,22.279547504
1145,0,21.834931433
1146,0,20.996979052
1147,0,20.795145719
1148,0,20.826224151
1149,0,20.526113783
1150,0,20.65058045
1151,0,20.751013784
1152,0,19.983208228000002
1153,0,20.287193735
1154,0,19.285105273000003
1155,0,18.932292773
1156,0,20.003826107000002
1157,0,20.613855092
1158,0,20.816238425
1159,0,24.364035128
1160,0,25.972862579
1161,0,26.443810198
1162,0,29.025765754000002
1163,0,31.281273579999997
1164,0,31.751756913
1165,0,32.510704281
1166,0,32.084732351
1167,0,31.856423491000005
1168,0,32.584181183000005
1169,0,30.010861855
