,timestamp,eth
647,12/27/19 0:00,2.745
648,12/28/19 0:00,7.513333333
649,12/29/19 0:00,1.115
650,12/30/19 0:00,0.563157895
651,12/31/19 0:00,0.53
652,1/1/20 0:00,0.882272727
653,1/2/20 0:00,1.878333333
654,1/3/20 0:00,1.113684211
655,1/4/20 0:00,0.9575
656,1/5/20 0:00,0.927692308
657,1/6/20 0:00,1.459
658,1/7/20 0:00,0.681454545
659,1/8/20 0:00,1.056153846
660,1/9/20 0:00,5.028
661,1/10/20 0:00,1.327142857
662,1/11/20 0:00,0.77
663,1/12/20 0:00,1.092
664,1/13/20 0:00,1.855
665,1/14/20 0:00,1.016666667
666,1/15/20 0:00,1.421428571
667,1/16/20 0:00,1.211282051
668,1/17/20 0:00,4.135833333
669,1/18/20 0:00,1.020588235
670,1/19/20 0:00,0.925
671,1/20/20 0:00,1.083333333
672,1/21/20 0:00,1.31
673,1/22/20 0:00,0.7
674,1/23/20 0:00,0.743333333
675,1/25/20 0:00,2.4
676,1/26/20 0:00,1.462
677,1/27/20 0:00,
678,1/28/20 0:00,
679,1/29/20 0:00,0.895
680,1/30/20 0:00,0.743333333
681,2/1/20 0:00,0.62
682,2/2/20 0:00,0.6125
683,2/3/20 0:00,1.2375
684,2/4/20 0:00,0.75
685,2/5/20 0:00,
686,2/6/20 0:00,1.06
687,2/7/20 0:00,1.2425
688,2/8/20 0:00,0.766666667
689,2/9/20 0:00,1.298571429
690,2/10/20 0:00,2.9
691,2/11/20 0:00,1.183333333
692,2/12/20 0:00,1.05
693,2/13/20 0:00,0.9
694,2/15/20 0:00,
695,2/16/20 0:00,0.829333333
696,2/17/20 0:00,
697,2/18/20 0:00,0.59
698,2/19/20 0:00,0.58
699,2/20/20 0:00,0.816666667
700,2/23/20 0:00,0.66
701,2/25/20 0:00,0.9
702,2/26/20 0:00,0.565
703,2/28/20 0:00,0.78
704,2/29/20 0:00,0.6
705,3/1/20 0:00,
706,3/3/20 0:00,
707,3/4/20 0:00,1.2
708,3/6/20 0:00,0.875
709,3/7/20 0:00,0.67
710,3/8/20 0:00,0.675
711,3/9/20 0:00,0.55
712,3/10/20 0:00,0.59
713,3/12/20 0:00,0.65
714,3/13/20 0:00,0.522222222
715,3/14/20 0:00,1.433333333
716,3/15/20 0:00,0.72
717,3/16/20 0:00,0.6
718,3/21/20 0:00,0.79
719,3/22/20 0:00,3.796666667
720,3/23/20 0:00,0.72
721,3/24/20 0:00,0.2
722,3/25/20 0:00,1.35
723,3/26/20 0:00,0.5
724,3/28/20 0:00,
725,3/29/20 0:00,0.75
726,3/30/20 0:00,0.55
727,4/1/20 0:00,0.6
728,4/3/20 0:00,0.99
729,4/6/20 0:00,0.53
730,4/7/20 0:00,0.7
731,4/8/20 0:00,2.42
732,4/9/20 0:00,
733,4/10/20 0:00,0.71
734,4/13/20 0:00,0.6625
735,4/17/20 0:00,0.941111111
736,4/18/20 0:00,1.0575
737,4/19/20 0:00,0.756666667
738,4/21/20 0:00,0.66
739,4/22/20 0:00,1.15
740,4/23/20 0:00,1.4375
741,4/24/20 0:00,1.546666667
742,4/25/20 0:00,2.123636364
743,4/26/20 0:00,6.041333333
744,4/27/20 0:00,1.184615385
745,4/28/20 0:00,0.815555556
746,4/29/20 0:00,2.304285714
747,4/30/20 0:00,0.66
748,5/1/20 0:00,1.3
749,5/2/20 0:00,1.17
750,5/3/20 0:00,1.415
751,5/4/20 0:00,1.09
752,5/5/20 0:00,4.922
753,5/7/20 0:00,1.316
754,5/8/20 0:00,1.7175
755,5/9/20 0:00,1.607333333
756,5/10/20 0:00,2.596470588
757,5/11/20 0:00,0.945
758,5/12/20 0:00,1.2
759,5/13/20 0:00,1.025
760,5/14/20 0:00,1.606956522
761,5/15/20 0:00,1.067333333
762,5/16/20 0:00,5.99
763,5/17/20 0:00,1.034193548
764,5/18/20 0:00,1.818888889
765,5/19/20 0:00,1.347777778
766,5/20/20 0:00,4.535185185
767,5/21/20 0:00,6.41125
768,5/22/20 0:00,1.428695652
769,5/23/20 0:00,4.645
770,5/24/20 0:00,4.282564103
771,5/25/20 0:00,1.425652174
772,5/26/20 0:00,1.782575758
773,5/27/20 0:00,2.5803125
774,5/28/20 0:00,7.513529412
775,5/29/20 0:00,2.015
776,5/30/20 0:00,2.75
777,5/31/20 0:00,1.3
778,6/1/20 0:00,7.38
779,6/2/20 0:00,2.495
780,6/3/20 0:00,1.42
781,6/6/20 0:00,1.416666667
782,6/7/20 0:00,1.245
783,6/9/20 0:00,1.09
784,6/10/20 0:00,1
785,6/11/20 0:00,1.0525
786,6/12/20 0:00,1.54
787,6/13/20 0:00,2.548333333
788,6/15/20 0:00,1.7
789,6/16/20 0:00,1.15
790,6/17/20 0:00,1.195
791,6/18/20 0:00,7
792,6/19/20 0:00,1.0225
793,6/20/20 0:00,1.586666667
794,6/21/20 0:00,2.17
795,6/22/20 0:00,1.736
796,6/23/20 0:00,1.114
797,6/25/20 0:00,1.726666667
798,6/26/20 0:00,0.8925
799,6/27/20 0:00,1.8825
800,6/28/20 0:00,3.301428571
801,6/29/20 0:00,1.493333333
802,6/30/20 0:00,0.8775
803,7/1/20 0:00,0.99
804,7/2/20 0:00,1.284
805,7/3/20 0:00,1.588
806,7/4/20 0:00,1.08
807,7/5/20 0:00,3.116666667
